"","eciv","lenm","facexp"
"18473","Concubino/a","Castellano",216.718170166016
"18475","Casado/a","Quechua",216.718170166016
"18476","Casado/a","Quechua",216.718170166016
"18477","Soltero/a","Castellano",216.718170166016
"18478","Soltero/a","Castellano",216.718170166016
"18479","Soltero/a","Castellano",216.718170166016
"18481","Concubino/a","Castellano",216.718170166016
"18482","Concubino/a","Castellano",216.718170166016
"18484","Casado/a","Quechua",216.718170166016
"18485","Casado/a","Castellano",216.718170166016
"18486","Casado/a","Quechua",528.557556152344
"18487","Casado/a","Quechua",528.557556152344
"18488","Soltero/a","Quechua",528.557556152344
"18489","Soltero/a","Castellano",528.557556152344
"18490","Casado/a","Quechua",528.557556152344
"18491","Casado/a","Quechua",528.557556152344
"18492","Casado/a","Quechua",528.557556152344
"18493","Casado/a","Quechua",528.557556152344
"18494","Casado/a","Quechua",528.557556152344
"18495","Casado/a","Quechua",528.557556152344
"18496","Soltero/a","Quechua",528.557556152344
"18497","Viudo/a","Quechua",528.557556152344
"18498","Viudo/a","Quechua",528.557556152344
"18499","Soltero/a","Quechua",528.557556152344
"18500","Separado/a","Quechua",528.557556152344
"18501","Viudo/a","Quechua",528.557556152344
"18502","Casado/a","Quechua",528.557556152344
"18503","Casado/a","Quechua",528.557556152344
"18504","Soltero/a","Quechua",528.557556152344
"18505","Soltero/a","Quechua",528.557556152344
"18508","Casado/a","Quechua",528.557556152344
"18509","Casado/a","Quechua",528.557556152344
"18510","Soltero/a","Castellano",528.557556152344
"18511","Soltero/a","Castellano",528.557556152344
"18514","Casado/a","Quechua",528.557556152344
"18515","Casado/a","Quechua",528.557556152344
"18516","Soltero/a","Quechua",528.557556152344
"18518","Casado/a","Quechua",528.557556152344
"18519","Casado/a","Quechua",528.557556152344
"18520","Casado/a","Quechua",528.557556152344
"18521","Casado/a","Quechua",528.557556152344
"18522","Soltero/a","Quechua",528.557556152344
"18526","Casado/a","Quechua",528.557556152344
"18527","Casado/a","Quechua",528.557556152344
"18528","Soltero/a","Quechua",528.557556152344
"18529","Soltero/a","Quechua",528.557556152344
"18530","Soltero/a","Quechua",528.557556152344
"18533","Casado/a","Quechua",528.557556152344
"18534","Casado/a","Castellano",528.557556152344
"18535","Soltero/a","Quechua",528.557556152344
"18536","Soltero/a","Quechua",528.557556152344
"18540","Soltero/a","Quechua",528.557556152344
"18541","Concubino/a","Quechua",528.557556152344
"18542","Concubino/a","Quechua",528.557556152344
"18544","Viudo/a","Quechua",528.557556152344
"18545","Concubino/a","Quechua",528.557556152344
"18546","Concubino/a","Quechua",528.557556152344
"18547","Casado/a","Quechua",528.557556152344
"18548","Casado/a","Quechua",528.557556152344
"18549","Soltero/a","Quechua",528.557556152344
"18550","Soltero/a","Quechua",528.557556152344
"18553","Casado/a","Quechua",528.557556152344
"18554","Casado/a","Quechua",528.557556152344
"18560","Casado/a","Quechua",528.557556152344
"18561","Casado/a","Quechua",528.557556152344
"18562","Soltero/a","Quechua",528.557556152344
"18563","Casado/a","Quechua",528.557556152344
"18564","Casado/a","Quechua",528.557556152344
"18565","Soltero/a","Quechua",528.557556152344
"18566","Soltero/a","Quechua",528.557556152344
"18572","Casado/a","Quechua",528.557556152344
"18573","Casado/a","Quechua",528.557556152344
"18574","Soltero/a","Quechua",528.557556152344
"18579","Casado/a","Castellano",583.320495605469
"18580","Soltero/a","Castellano",583.320495605469
"18581","Soltero/a","Castellano",583.320495605469
"18582","Soltero/a","Castellano",583.320495605469
"18583","Concubino/a","Quechua",583.320495605469
"18584","Concubino/a","Quechua",583.320495605469
"18585","Soltero/a","Castellano",583.320495605469
"18586","Soltero/a","Castellano",583.320495605469
"18587","Casado/a","Castellano",583.320495605469
"18588","Casado/a","Castellano",583.320495605469
"18591","Casado/a","Quechua",583.320495605469
"18592","Casado/a","Quechua",583.320495605469
"18595","Concubino/a","Quechua",583.320495605469
"18596","Casado/a","Quechua",583.320495605469
"18597","Casado/a","Quechua",583.320495605469
"18598","Soltero/a","Quechua",583.320495605469
"18599","Concubino/a","Quechua",583.320495605469
"18600","Concubino/a","Quechua",583.320495605469
"18602","Concubino/a","Castellano",583.320495605469
"18603","Concubino/a","Quechua",583.320495605469
"18604","Soltero/a","Castellano",583.320495605469
"18607","Soltero/a","Castellano",583.320495605469
"18608","Soltero/a","Quechua",583.320495605469
"18609","Soltero/a","Quechua",583.320495605469
"18610","Separado/a","Quechua",583.320495605469
"18611","Soltero/a","Castellano",583.320495605469
"18612","Soltero/a","Castellano",583.320495605469
"18613","Soltero/a","Castellano",583.320495605469
"18615","Soltero/a","Castellano",583.320495605469
"18616","Viudo/a","Quechua",583.320495605469
"18617","Concubino/a","Quechua",583.320495605469
"18618","Soltero/a","Quechua",583.320495605469
"18619","Soltero/a","Quechua",583.320495605469
"18620","Soltero/a","Castellano",583.320495605469
"18621","Casado/a","Quechua",583.320495605469
"18622","Casado/a","Quechua",583.320495605469
"18623","Casado/a","Quechua",583.320495605469
"18624","Casado/a","Quechua",583.320495605469
"18625","Soltero/a","Castellano",583.320495605469
"18626","Casado/a","Quechua",583.320495605469
"18627","Casado/a","Quechua",583.320495605469
"18628","Soltero/a","Castellano",583.320495605469
"18630","Concubino/a","Quechua",583.320495605469
"18631","Concubino/a","Quechua",583.320495605469
"18632","Soltero/a","Quechua",583.320495605469
"18633","Soltero/a","Quechua",583.320495605469
"18635","Casado/a","Quechua",583.320495605469
"18636","Casado/a","Quechua",583.320495605469
"18637","Soltero/a","Quechua",583.320495605469
"18638","Soltero/a","Quechua",583.320495605469
"18639","Soltero/a","Quechua",583.320495605469
"18640","Concubino/a","Quechua",583.320495605469
"18641","Concubino/a","Quechua",583.320495605469
"18642","Concubino/a","Quechua",583.320495605469
"18643","Concubino/a","Quechua",583.320495605469
"18644","Concubino/a","Castellano",583.320495605469
"18645","Concubino/a","Castellano",583.320495605469
"18646","Concubino/a","Castellano",583.320495605469
"18649","Concubino/a","Quechua",583.320495605469
"18650","Concubino/a","Quechua",583.320495605469
"18651","Soltero/a","Castellano",583.320495605469
"18654","Casado/a","Quechua",583.320495605469
"18655","Casado/a","Quechua",583.320495605469
"18656","Concubino/a","Quechua",583.320495605469
"18657","Concubino/a","Quechua",583.320495605469
"18659","Concubino/a","Quechua",474.339660644531
"18660","Concubino/a","Castellano",474.339660644531
"18661","Soltero/a","Castellano",474.339660644531
"18663","Viudo/a","Quechua",474.339660644531
"18664","Concubino/a","Castellano",474.339660644531
"18665","Concubino/a","Castellano",474.339660644531
"18667","Casado/a","Castellano",474.339660644531
"18668","Casado/a","Castellano",474.339660644531
"18669","Casado/a","Quechua",474.339660644531
"18670","Casado/a","Castellano",474.339660644531
"18672","Soltero/a","Castellano",474.339660644531
"18673","Soltero/a","Castellano",474.339660644531
"18674","Soltero/a","Quechua",474.339660644531
"18675","Casado/a","Castellano",474.339660644531
"18676","Casado/a","Castellano",474.339660644531
"18677","Casado/a","Quechua",474.339660644531
"18678","Casado/a","Castellano",474.339660644531
"18682","Soltero/a","Quechua",474.339660644531
"18683","Casado/a","Castellano",474.339660644531
"18684","Casado/a","Castellano",474.339660644531
"18687","Casado/a","Quechua",474.339660644531
"18688","Casado/a","Quechua",474.339660644531
"18689","Soltero/a","Quechua",474.339660644531
"18690","Concubino/a","Aymara",474.339660644531
"18691","Concubino/a","Quechua",474.339660644531
"18693","Soltero/a","Castellano",474.339660644531
"18694","Casado/a","Quechua",474.339660644531
"18695","Casado/a","Quechua",474.339660644531
"18698","Casado/a","Quechua",474.339660644531
"18699","Casado/a","Quechua",474.339660644531
"18700","Casado/a","Quechua",474.339660644531
"18701","Casado/a","Quechua",474.339660644531
"18702","Soltero/a","Quechua",474.339660644531
"18703","Soltero/a","Castellano",474.339660644531
"18704","Soltero/a","Castellano",474.339660644531
"18705","Concubino/a","Quechua",474.339660644531
"18706","Concubino/a","Quechua",474.339660644531
"18708","Casado/a","Quechua",474.339660644531
"18709","Casado/a","Quechua",474.339660644531
"18710","Soltero/a","Quechua",474.339660644531
"18711","Soltero/a","Quechua",474.339660644531
"18712","Soltero/a","Quechua",474.339660644531
"18713","Soltero/a","Quechua",474.339660644531
"18717","Casado/a","Quechua",474.339660644531
"18718","Casado/a","Quechua",474.339660644531
"18719","Viudo/a","Quechua",474.339660644531
"18720","Soltero/a","Castellano",474.339660644531
"18721","Soltero/a","Castellano",474.339660644531
"18722","Soltero/a","Castellano",474.339660644531
"18724","Concubino/a","Quechua",474.339660644531
"18725","Concubino/a","Castellano",474.339660644531
"18726","Soltero/a","Castellano",474.339660644531
"18728","Concubino/a","Quechua",474.339660644531
"18729","Concubino/a","Quechua",474.339660644531
"18730","Soltero/a","Castellano",474.339660644531
"18733","Concubino/a","Quechua",474.339660644531
"18734","Concubino/a","Castellano",474.339660644531
"18736","Concubino/a","Quechua",474.339660644531
"18737","Concubino/a","Aymara",474.339660644531
"18738","Concubino/a","Aymara",474.339660644531
"18739","Soltero/a","Castellano",474.339660644531
"18740","Separado/a","Aymara",474.339660644531
"18741","Soltero/a","Castellano",474.339660644531
"18742","Concubino/a","Quechua",474.339660644531
"18743","Concubino/a","Quechua",474.339660644531
"18747","Casado/a","Quechua",474.339660644531
"18748","Casado/a","Quechua",474.339660644531
"18749","Soltero/a","Quechua",474.339660644531
"18750","Soltero/a","Quechua",474.339660644531
"18751","Soltero/a","Quechua",474.339660644531
"18754","Casado/a","Quechua",474.339660644531
"18755","Casado/a","Quechua",474.339660644531
"18756","Soltero/a","Quechua",474.339660644531
"18757","Concubino/a","Quechua",474.339660644531
"18758","Concubino/a","Quechua",474.339660644531
"18759","Soltero/a","Quechua",474.339660644531
"18764","Casado/a","Quechua",474.339660644531
"18765","Casado/a","Quechua",474.339660644531
"18768","Divorciado/a","Castellano",474.339660644531
"18769","Soltero/a","Quechua",474.339660644531
"18770","Soltero/a","Quechua",474.339660644531
"18771","Casado/a","Quechua",474.339660644531
"18772","Casado/a","Quechua",474.339660644531
"18773","Soltero/a","Quechua",474.339660644531
"18774","Soltero/a","Castellano",474.339660644531
"18776","Concubino/a","Castellano",474.339660644531
"18777","Concubino/a","Quechua",474.339660644531
"18779","Concubino/a","Quechua",517.46142578125
"18780","Concubino/a","Castellano",517.46142578125
"18782","Soltero/a","Quechua",517.46142578125
"18783","Soltero/a","Quechua",517.46142578125
"18784","Soltero/a","Quechua",517.46142578125
"18785","Viudo/a","Quechua",517.46142578125
"18786","Concubino/a","Quechua",517.46142578125
"18787","Soltero/a","Quechua",517.46142578125
"18789","Casado/a","Quechua",517.46142578125
"18790","Casado/a","Quechua",517.46142578125
"18791","Soltero/a","Castellano",517.46142578125
"18792","Soltero/a","Castellano",517.46142578125
"18795","Concubino/a","Quechua",517.46142578125
"18796","Concubino/a","Quechua",517.46142578125
"18799","Casado/a","Quechua",517.46142578125
"18800","Casado/a","Quechua",517.46142578125
"18804","Casado/a","Quechua",517.46142578125
"18805","Casado/a","Quechua",517.46142578125
"18806","Casado/a","Quechua",517.46142578125
"18807","Viudo/a","Quechua",517.46142578125
"18808","Casado/a","Quechua",517.46142578125
"18809","Casado/a","Quechua",517.46142578125
"18810","Soltero/a","Quechua",517.46142578125
"18811","Soltero/a","Quechua",517.46142578125
"18812","Soltero/a","Quechua",517.46142578125
"18813","Casado/a","Quechua",517.46142578125
"18814","Casado/a","Castellano",517.46142578125
"18815","Casado/a","Quechua",517.46142578125
"18816","Casado/a","Quechua",517.46142578125
"18817","Soltero/a","Quechua",517.46142578125
"18820","Casado/a","Quechua",517.46142578125
"18821","Casado/a","Quechua",517.46142578125
"18822","Soltero/a","Castellano",517.46142578125
"18823","Soltero/a","Castellano",517.46142578125
"18824","Soltero/a","Quechua",517.46142578125
"18825","Casado/a","Quechua",447.501953125
"18826","Casado/a","Quechua",447.501953125
"18830","Concubino/a","Quechua",447.501953125
"18833","Casado/a","Quechua",447.501953125
"18834","Casado/a","Quechua",447.501953125
"18837","Casado/a","Castellano",447.501953125
"18838","Casado/a","Castellano",447.501953125
"18839","Soltero/a","Castellano",447.501953125
"18840","Soltero/a","Castellano",447.501953125
"18841","Casado/a","Quechua",447.501953125
"18842","Casado/a","Quechua",447.501953125
"18843","Soltero/a","Castellano",447.501953125
"18844","Viudo/a","Quechua",447.501953125
"18845","Viudo/a","Quechua",447.501953125
"18846","Casado/a","Castellano",447.501953125
"18847","Casado/a","Castellano",447.501953125
"18851","Concubino/a","Castellano",447.501953125
"18852","Concubino/a","Quechua",447.501953125
"18853","Soltero/a","Castellano",447.501953125
"18855","Casado/a","Castellano",447.501953125
"18856","Concubino/a","Quechua",447.501953125
"18857","Concubino/a","Quechua",447.501953125
"18858","Soltero/a","Quechua",447.501953125
"18860","Soltero/a","Castellano",447.501953125
"18861","Casado/a","Castellano",447.501953125
"18862","Casado/a","Castellano",447.501953125
"18863","Casado/a","Quechua",447.501953125
"18864","Viudo/a","Quechua",447.501953125
"18865","Viudo/a","Quechua",447.501953125
"18866","Soltero/a","Castellano",447.501953125
"18867","Soltero/a","Castellano",447.501953125
"18868","Soltero/a","Castellano",447.501953125
"18869","Soltero/a","Castellano",447.501953125
"18870","Soltero/a","Castellano",447.501953125
"18871","Casado/a","Quechua",447.501953125
"18872","Casado/a","Quechua",447.501953125
"18873","Concubino/a","Quechua",447.501953125
"18874","Soltero/a","Quechua",447.501953125
"18876","Viudo/a","Quechua",447.501953125
"18877","Casado/a","Quechua",447.501953125
"18878","Casado/a","Quechua",447.501953125
"18879","Casado/a","Quechua",447.501953125
"18880","Soltero/a","Quechua",447.501953125
"18881","Soltero/a","Castellano",447.501953125
"18883","Casado/a","Quechua",447.501953125
"18884","Soltero/a","Quechua",447.501953125
"18885","Soltero/a","Quechua",447.501953125
"18886","Concubino/a","Quechua",447.501953125
"18887","Concubino/a","Quechua",447.501953125
"18891","Separado/a","Castellano",447.501953125
"18892","Viudo/a","Quechua",447.501953125
"18893","Soltero/a","Quechua",447.501953125
"18894","Casado/a","Quechua",447.501953125
"18895","Casado/a","Quechua",447.501953125
"18899","Soltero/a","Castellano",447.501953125
"18900","Casado/a","Quechua",447.501953125
"18901","Casado/a","Quechua",447.501953125
"18902","Soltero/a","Castellano",447.501953125
"18903","Casado/a","Quechua",447.501953125
"18904","Casado/a","Quechua",447.501953125
"18905","Soltero/a","Castellano",447.501953125
"18906","Casado/a","Castellano",447.501953125
"18907","Casado/a","Castellano",447.501953125
"18910","Casado/a","Quechua",447.501953125
"18911","Casado/a","Quechua",447.501953125
"18912","Soltero/a","Quechua",447.501953125
"18913","Soltero/a","Castellano",447.501953125
"18914","Soltero/a","Quechua",447.501953125
"18916","Casado/a","Quechua",447.501953125
"18917","Casado/a","Quechua",447.501953125
"18918","Soltero/a","Castellano",447.501953125
"18919","Soltero/a","Castellano",447.501953125
"18921","Casado/a","Quechua",447.501953125
"18922","Casado/a","Castellano",447.501953125
"18924","Concubino/a","Quechua",447.501953125
"18925","Concubino/a","Quechua",447.501953125
"18926","Soltero/a","Quechua",447.501953125
"18933","Casado/a","Quechua",447.501953125
"18934","Casado/a","Quechua",447.501953125
"18935","Soltero/a","Quechua",447.501953125
"18936","Soltero/a","Quechua",447.501953125
"18937","Soltero/a","Castellano",447.501953125
"18938","Casado/a","Quechua",447.501953125
"18939","Casado/a","Quechua",447.501953125
"18940","Soltero/a","Quechua",447.501953125
"18941","Soltero/a","Quechua",447.501953125
"18942","Soltero/a","Quechua",447.501953125
"18943","Soltero/a","Castellano",447.501953125
"18944","Concubino/a","Castellano",447.501953125
"18945","Concubino/a","Castellano",447.501953125
"18948","Soltero/a","Quechua",447.501953125
"18949","Casado/a","Quechua",447.501953125
"18950","Casado/a","Quechua",447.501953125
"18953","Concubino/a","Castellano",447.501953125
"18954","Concubino/a","Castellano",447.501953125
"18955","Soltero/a","Castellano",447.501953125
"18957","Concubino/a","Castellano",447.501953125
"18958","Concubino/a","Castellano",447.501953125
"18960","Concubino/a","Quechua",447.501953125
"18961","Concubino/a","Quechua",447.501953125
"18962","Soltero/a","Quechua",447.501953125
"18964","Concubino/a","Quechua",447.501953125
"18965","Casado/a","Quechua",447.501953125
"18966","Casado/a","Quechua",447.501953125
"18967","Soltero/a","Castellano",447.501953125
"18970","Concubino/a","Quechua",447.501953125
"18971","Concubino/a","Quechua",447.501953125
"18972","Soltero/a","Castellano",447.501953125
"18974","Divorciado/a","Quechua",447.501953125
"18975","Divorciado/a","Castellano",447.501953125
"18976","Concubino/a","Quechua",447.501953125
"18977","Concubino/a","Quechua",447.501953125
"18978","Soltero/a","Quechua",447.501953125
"18979","Soltero/a","Castellano",447.501953125
"18980","Soltero/a","Castellano",447.501953125
"18983","Soltero/a","Castellano",447.501953125
"18984","Concubino/a","Quechua",447.501953125
"18985","Concubino/a","Castellano",447.501953125
"18986","Soltero/a","Castellano",447.501953125
"18989","Viudo/a","Quechua",447.501953125
"18990","Soltero/a","Castellano",447.501953125
"18992","Casado/a","Quechua",447.501953125
"18993","Soltero/a","Quechua",447.501953125
"18994","Casado/a","Quechua",447.501953125
"18995","Casado/a","Quechua",447.501953125
"18996","Soltero/a","Quechua",447.501953125
"18997","Soltero/a","Quechua",447.501953125
"18998","Concubino/a","Quechua",447.501953125
"18999","Concubino/a","Quechua",447.501953125
"19000","Soltero/a","Castellano",447.501953125
"19001","Soltero/a","Castellano",447.501953125
"19002","Soltero/a","Castellano",447.501953125
"19004","Casado/a","Quechua",447.501953125
"19005","Casado/a","Quechua",447.501953125
"19006","Casado/a","Quechua",447.501953125
"19007","Soltero/a","Castellano",447.501953125
"19009","Casado/a","Quechua",447.501953125
"19010","Casado/a","Quechua",447.501953125
"19011","Soltero/a","Quechua",447.501953125
"19014","Concubino/a","Quechua",447.501953125
"19015","Concubino/a","Quechua",447.501953125
"19017","Soltero/a","Quechua",447.501953125
"19018","Soltero/a","Castellano",447.501953125
"19019","Concubino/a","Castellano",447.501953125
"19020","Concubino/a","Castellano",447.501953125
"19022","Concubino/a","Quechua",447.501953125
"19023","Concubino/a","Castellano",447.501953125
"19027","Separado/a","Quechua",447.501953125
"19028","Soltero/a","Quechua",447.501953125
"19032","Concubino/a","Castellano",447.501953125
"19033","Concubino/a","Castellano",447.501953125
"19036","Casado/a","Castellano",447.501953125
"19037","Viudo/a","Quechua",528.557556152344
"19038","Soltero/a","Aymara",528.557556152344
"19039","Casado/a","Quechua",528.557556152344
"19040","Casado/a","Quechua",528.557556152344
"19041","Casado/a","Quechua",528.557556152344
"19042","Casado/a","Quechua",528.557556152344
"19043","Soltero/a","Quechua",528.557556152344
"19048","Viudo/a","Quechua",528.557556152344
"19049","Viudo/a","Quechua",528.557556152344
"19050","Casado/a","Quechua",528.557556152344
"19051","Casado/a","Quechua",528.557556152344
"19052","Concubino/a","Quechua",528.557556152344
"19053","Concubino/a","Quechua",528.557556152344
"19054","Casado/a","Quechua",528.557556152344
"19055","Casado/a","Quechua",528.557556152344
"19056","Soltero/a","Quechua",528.557556152344
"19057","Viudo/a","Quechua",528.557556152344
"19058","Viudo/a","Quechua",528.557556152344
"19059","Casado/a","Quechua",528.557556152344
"19060","Casado/a","Quechua",528.557556152344
"19061","Soltero/a","Quechua",528.557556152344
"19062","Viudo/a","Quechua",528.557556152344
"19064","Casado/a","Quechua",528.557556152344
"19065","Casado/a","Quechua",528.557556152344
"19066","Casado/a","Quechua",528.557556152344
"19067","Casado/a","Castellano",528.557556152344
"19068","Concubino/a","Quechua",528.557556152344
"19069","Concubino/a","Quechua",528.557556152344
"19072","Viudo/a","Quechua",528.557556152344
"19073","Casado/a","Quechua",528.557556152344
"19074","Casado/a","Quechua",528.557556152344
"19075","Soltero/a","Quechua",528.557556152344
"19078","Viudo/a","Quechua",528.557556152344
"19079","Casado/a","Quechua",528.557556152344
"19080","Casado/a","Quechua",528.557556152344
"19081","Casado/a","Quechua",528.557556152344
"19082","Casado/a","Quechua",528.557556152344
"19083","Casado/a","Quechua",528.557556152344
"19084","Casado/a","Quechua",528.557556152344
"19085","Casado/a","Quechua",528.557556152344
"19086","Casado/a","Quechua",528.557556152344
"19087","Casado/a","Quechua",528.557556152344
"19088","Soltero/a","Quechua",528.557556152344
"19089","Viudo/a","Quechua",528.557556152344
"19090","Viudo/a","Quechua",528.557556152344
"19091","Soltero/a","Quechua",528.557556152344
"19092","Soltero/a","Quechua",528.557556152344
"19093","Concubino/a","Quechua",528.557556152344
"19095","Casado/a","Quechua",528.557556152344
"19096","Casado/a","Quechua",528.557556152344
"19098","Casado/a","Quechua",528.557556152344
"19099","Casado/a","Quechua",528.557556152344
"19100","Casado/a","Quechua",528.557556152344
"19101","Casado/a","Quechua",528.557556152344
"19105","Viudo/a","Quechua",528.557556152344
"19106","Casado/a","Quechua",528.557556152344
"19107","Casado/a","Quechua",528.557556152344
"19108","Soltero/a","Quechua",528.557556152344
"19109","Soltero/a","Quechua",528.557556152344
"19110","Soltero/a","Quechua",528.557556152344
"19111","Viudo/a","Quechua",528.557556152344
"19112","Soltero/a","Quechua",528.557556152344
"19114","Viudo/a","Quechua",528.557556152344
"19115","Viudo/a","Quechua",528.557556152344
"19116","Soltero/a","Quechua",528.557556152344
"19117","Soltero/a","Quechua",528.557556152344
"19118","Viudo/a","Quechua",528.557556152344
"19119","Soltero/a","Quechua",528.557556152344
"19120","Soltero/a","Quechua",528.557556152344
"19121","Casado/a","Quechua",528.557556152344
"19122","Casado/a","Quechua",528.557556152344
"19123","Concubino/a","Quechua",528.557556152344
"19124","Concubino/a","Quechua",528.557556152344
"19129","Viudo/a","Quechua",528.557556152344
"19130","Concubino/a","Quechua",528.557556152344
"19131","Concubino/a","Quechua",528.557556152344
"19135","Casado/a","Quechua",528.557556152344
"19136","Casado/a","Quechua",528.557556152344
"19137","Soltero/a","Quechua",528.557556152344
"19138","Casado/a","Quechua",528.557556152344
"19139","Casado/a","Quechua",528.557556152344
"19142","Casado/a","Quechua",528.557556152344
"19143","Casado/a","Quechua",528.557556152344
"19144","Divorciado/a","Quechua",528.557556152344
"19145","Casado/a","Quechua",528.557556152344
"19146","Casado/a","Quechua",528.557556152344
"19148","Casado/a","Quechua",528.557556152344
"19149","Casado/a","Quechua",528.557556152344
"19150","Concubino/a","Quechua",528.557556152344
"19151","Concubino/a","Quechua",528.557556152344
"19152","Casado/a","Quechua",528.557556152344
"19153","Casado/a","Quechua",528.557556152344
"19154","Soltero/a","Quechua",528.557556152344
"19157","Viudo/a","Quechua",528.557556152344
"19158","Casado/a","Quechua",528.557556152344
"19159","Casado/a","Quechua",528.557556152344
"19160","Soltero/a","Quechua",528.557556152344
"19161","Casado/a","Quechua",528.557556152344
"19162","Casado/a","Quechua",528.557556152344
"19163","Soltero/a","Quechua",528.557556152344
"19164","Casado/a","Quechua",528.557556152344
"19165","Casado/a","Quechua",528.557556152344
"19166","Casado/a","Quechua",528.557556152344
"19167","Casado/a","Quechua",528.557556152344
"19168","Casado/a","Quechua",528.557556152344
"19169","Concubino/a","Quechua",528.557556152344
"19170","Concubino/a","Quechua",528.557556152344
"19173","Soltero/a","Quechua",528.557556152344
"19174","Casado/a","Quechua",528.557556152344
"19175","Casado/a","Quechua",528.557556152344
"19176","Viudo/a","Quechua",528.557556152344
"19177","Casado/a","Quechua",528.557556152344
"19178","Casado/a","Quechua",528.557556152344
"19179","Casado/a","Quechua",528.557556152344
"19180","Casado/a","Quechua",528.557556152344
"19181","Casado/a","Quechua",528.557556152344
"19182","Soltero/a","Quechua",528.557556152344
"19183","Casado/a","Quechua",528.557556152344
"19184","Casado/a","Quechua",528.557556152344
"19188","Casado/a","Quechua",528.557556152344
"19189","Casado/a","Quechua",528.557556152344
"19190","Viudo/a","Quechua",528.557556152344
"19191","Viudo/a","Quechua",528.557556152344
"19192","Soltero/a","Quechua",528.557556152344
"19193","Casado/a","Quechua",528.557556152344
"19194","Casado/a","Quechua",528.557556152344
"19195","Casado/a","Quechua",528.557556152344
"19196","Casado/a","Quechua",528.557556152344
"19197","Soltero/a","Quechua",528.557556152344
"19200","Casado/a","Quechua",528.557556152344
"19201","Casado/a","Quechua",528.557556152344
"19202","Concubino/a","Quechua",528.557556152344
"19203","Concubino/a","Quechua",528.557556152344
"19204","Soltero/a","Quechua",528.557556152344
"19206","Casado/a","Quechua",528.557556152344
"19207","Casado/a","Quechua",528.557556152344
"19208","Soltero/a","Quechua",528.557556152344
"19209","Soltero/a","Castellano",528.557556152344
"19210","Soltero/a","Castellano",528.557556152344
"19211","Casado/a","Quechua",528.557556152344
"19212","Casado/a","Castellano",528.557556152344
"19213","Soltero/a","Castellano",528.557556152344
"19214","Soltero/a","Castellano",528.557556152344
"19215","Casado/a","Quechua",528.557556152344
"19216","Casado/a","Quechua",528.557556152344
"19217","Casado/a","Quechua",528.557556152344
"19218","Casado/a","Quechua",528.557556152344
"19220","Casado/a","Quechua",528.557556152344
"19221","Casado/a","Quechua",528.557556152344
"19222","Soltero/a","Quechua",528.557556152344
"19223","Soltero/a","Quechua",528.557556152344
"19224","Divorciado/a","Quechua",528.557556152344
"19226","Casado/a","Quechua",528.557556152344
"19227","Casado/a","Quechua",528.557556152344
"19229","Casado/a","Quechua",528.557556152344
"19230","Casado/a","Quechua",528.557556152344
"19231","Viudo/a","Quechua",528.557556152344
"19232","Concubino/a","Quechua",528.557556152344
"19233","Concubino/a","Quechua",528.557556152344
"19235","Casado/a","Quechua",528.557556152344
"19236","Casado/a","Quechua",528.557556152344
"19237","Soltero/a","Quechua",528.557556152344
"19238","Soltero/a","Quechua",528.557556152344
"19240","Concubino/a","Quechua",528.557556152344
"19241","Casado/a","Quechua",528.557556152344
"19242","Casado/a","Quechua",528.557556152344
"19243","Soltero/a","Quechua",528.557556152344
"19244","Soltero/a","Quechua",528.557556152344
"19245","Soltero/a","Quechua",528.557556152344
"19246","Soltero/a","Quechua",528.557556152344
"19247","Concubino/a","Quechua",528.557556152344
"19248","Concubino/a","Quechua",528.557556152344
"19252","Concubino/a","Quechua",528.557556152344
"19253","Concubino/a","Quechua",528.557556152344
"19254","Soltero/a","Quechua",528.557556152344
"19255","Concubino/a","Quechua",528.557556152344
"19256","Casado/a","Quechua",528.557556152344
"19257","Casado/a","Quechua",528.557556152344
"19259","Casado/a","Quechua",528.557556152344
"19260","Casado/a","Quechua",528.557556152344
"19262","Casado/a","Quechua",528.557556152344
"19263","Divorciado/a","Quechua",528.557556152344
"19264","Casado/a","Quechua",528.557556152344
"19265","Casado/a","Quechua",528.557556152344
"19268","Soltero/a","Quechua",528.557556152344
"19269","Viudo/a","Quechua",528.557556152344
"19270","Concubino/a","Quechua",528.557556152344
"19271","Concubino/a","Quechua",528.557556152344
"19272","Soltero/a","Quechua",528.557556152344
"19273","Soltero/a","Castellano",528.557556152344
"19274","Soltero/a","Quechua",528.557556152344
"19275","Viudo/a","Quechua",528.557556152344
"19276","Soltero/a","Castellano",528.557556152344
"19278","Casado/a","Quechua",528.557556152344
"19279","Casado/a","Quechua",528.557556152344
"19280","Soltero/a","Castellano",528.557556152344
"19281","Casado/a","Quechua",528.557556152344
"19282","Casado/a","Castellano",528.557556152344
"19284","Soltero/a","Castellano",528.557556152344
"19285","Concubino/a","Aymara",528.557556152344
"19286","Concubino/a","Aymara",528.557556152344
"19287","Soltero/a","Aymara",528.557556152344
"19293","Casado/a","Quechua",528.557556152344
"19294","Casado/a","Quechua",528.557556152344
"19295","Soltero/a","Quechua",528.557556152344
"19296","Soltero/a","Quechua",528.557556152344
"19299","Casado/a","Aymara",528.557556152344
"19300","Casado/a","Aymara",528.557556152344
"19301","Casado/a","Quechua",528.557556152344
"19302","Casado/a","Quechua",528.557556152344
"19303","Soltero/a","Aymara",528.557556152344
"19304","Casado/a","Aymara",528.557556152344
"19305","Casado/a","Aymara",528.557556152344
